"","ENSG00000000003","ENSG00000000005","ENSG00000000419","ENSG00000000457","ENSG00000000460","ENSG00000000938","ENSG00000000971","ENSG00000001036","ENSG00000001084","ENSG00000001167","ENSG00000001460","ENSG00000001461","ENSG00000001497","ENSG00000001561","ENSG00000001617","ENSG00000001626","ENSG00000001629","ENSG00000001631","ENSG00000002016","ENSG00000002330","ENSG00000002549","ENSG00000002586","ENSG00000002587","ENSG00000002726","ENSG00000002745","ENSG00000002746","ENSG00000002822","ENSG00000002834","ENSG00000002919","ENSG00000002933","ENSG00000003056","ENSG00000003096","ENSG00000003137","ENSG00000003147","ENSG00000003249","ENSG00000003393","ENSG00000003400","ENSG00000003402","ENSG00000003436","ENSG00000003509","ENSG00000003756","ENSG00000003987","ENSG00000003989","ENSG00000004059","ENSG00000004139","ENSG00000004142","ENSG00000004399","ENSG00000004455","ENSG00000004468","ENSG00000004478"
"LC41",3.236615439347,3.07508370123573,9.33445505962214,4.06265859364171,4.15280678804517,3.36278781243327,3.39309828411386,3.93007540016367,4.80642029456879,6.15919190531703,3.18671941624085,6.54648042787332,4.56879604100526,4.00414999016136,3.99861667859544,3.16663677970062,7.7417264519347,3.99972014062395,3.53538173553503,6.93111856057997,6.38142489049053,8.46065374326158,2.96701383509991,3.46325633151894,2.79718016629504,3.25539820211153,6.23284611742542,4.03453373520864,4.59449184309731,3.26844446380545,9.8307648378397,3.15175885421946,2.95817511669404,3.56676740114155,3.27579434885723,3.47667782469389,3.66889142576775,4.25777236541174,3.31961718054991,5.81269328340169,9.56744391368263,3.60650169318596,3.29561261016796,8.68280472728839,3.68868978215998,7.3490550428949,6.88606572644619,7.34676279822056,7.10918833034591,3.51126891048835
"LU165",5.55861406899459,2.76727542219123,9.55686749636513,4.16462942449926,3.36909132374249,3.06407427546293,3.31697737922892,6.83799397792557,6.56050817846246,5.28524003105283,4.37214471516415,8.10204712830445,3.6653591632723,6.13310978499125,3.52090000917469,2.96332042849156,8.28768024030076,3.97130475141459,3.17492503344165,7.52614889493214,6.58333891991011,3.44632072934703,3.80649409658621,3.13728835591354,3.49918598103296,2.86184570620412,4.09647394425592,3.55134251658363,5.64683883813672,5.42870329132376,7.89553816279995,6.18940342277959,3.45574444187148,7.98935474154504,3.81337587740677,4.02219757309359,2.92078785027655,5.28738313223118,3.36618758183493,5.60146692187328,7.940468328459,3.92088602748478,4.86513041809921,9.36575035611427,5.02383791263442,7.67167677869928,5.76294354835016,6.06648689222114,2.97683822830644,3.52200767186432
"LS1034",8.94779469557786,2.96553051859477,10.2210710568298,4.54020536311486,3.35266076373328,3.27729817162013,3.3295573331088,8.82327290580949,6.46320909022277,5.12214776684798,3.7410368167775,6.86957785635145,4.082795712971,4.45369271080964,4.94048331748579,4.04844112162556,7.96475118450112,3.76467020815187,4.15155856073569,5.98915564921428,7.44435984517745,9.08953554812781,5.08804802720568,6.83711069052931,2.85945118988097,2.80528994854648,5.45819158098659,4.93042611924842,4.85726607723964,4.19856357502869,10.7342889757766,3.11919879216295,3.12665864725196,6.31356652173533,3.28664499186571,3.60147502764728,3.1903064134639,6.00484477091218,3.89519370624193,5.73620717106173,8.72879534947688,3.17855352479862,3.04919610028837,8.53089123842802,3.34132268212763,6.71475295290208,3.69716903565188,5.87590759813292,3.01649396599668,5.69936942626197
"LOUCY",3.30096435552947,2.66250630230764,9.86527335053595,4.73078075495413,4.43104045506044,3.94120800973052,3.28456792378052,3.44379428342035,6.98139170941645,6.3086729768708,3.56925397811036,7.33101077458974,4.36209275033027,5.95205975328208,3.66930646889241,2.98648225982169,7.89235280307271,4.14212286977857,3.70018392936869,5.79713205813347,6.64055889029819,9.10612923736038,2.87592133775655,3.83962124445174,2.88793532118389,2.75274783910644,8.32163017628832,4.43361642613969,4.86891426755909,3.05630206620358,9.64924732291631,3.2298544342792,2.90779412374,6.84026319278464,3.32859500279201,3.84138755613688,4.15572163739655,5.39329382850258,7.45169204821742,5.83533284918712,9.24872584973469,3.5160883309799,3.15264773862814,8.82998535838695,2.99194674794956,6.72422464766708,6.28623085281015,6.73381086174333,4.01122160280128,4.68467135408149
"GB1",5.92205179706126,2.71667912456581,9.84322298566987,3.98457565650448,3.32292062110029,3.13408691684954,3.07456569109001,7.27633816506128,4.97250536752066,4.70982326428786,3.73714527978294,7.14524702115552,4.62513940889122,3.27295635856346,3.56328660290319,3.11869420424781,7.50572696035907,3.48168019644763,3.81273611730025,5.82042523429106,5.61885842434126,8.88326653955883,2.94798940541555,3.81247058838418,2.83999405748174,2.80057355199645,6.48709431965876,4.30810163918995,5.70260312656,2.95994737618159,9.76111461272559,5.65456621505601,4.42604290987719,3.07084079750788,3.14506625767886,3.54036225672031,2.89888446842028,4.99083040559134,6.93678381550999,6.26677601991251,8.97453402776364,3.43055633381207,3.63192709182425,7.80222928358895,3.8410763471242,7.12131429440378,6.37149864983216,6.43472696327638,2.97215777636581,4.99350493854789
"MO",3.2116739989002,2.80582148859802,10.3847337611713,4.39950989340523,3.36691273969546,3.09763137418512,3.12839675260982,3.67831382315424,5.71775788624046,5.65188397297184,3.83125376290817,6.68703448465045,3.8787643135844,7.95754020830072,3.67546138618883,5.85480104505829,7.45060540842327,3.3802969824078,3.76135719305337,6.86003317217053,7.90592654006939,7.79762382758623,3.11897343364215,3.31313920511105,2.87449025001048,3.30576080653977,8.5017041383606,4.73744004835462,7.7041585440549,3.0278961161487,8.86654148076086,3.17355625661418,2.97002223069883,3.27797190320803,3.24557494203515,3.64947899813384,2.9303903230548,9.03134188622562,4.69262852462455,5.7618440587731,8.85006483309342,3.42275642457672,3.51845656196426,8.56733517621897,3.64486727708813,7.6328396178457,3.60882460030863,6.0611324377803,3.12709222241563,4.00671400065101
"U118MG",6.5985593985763,2.69039920168599,9.82743355564832,3.69490175559731,3.46937858352235,3.20619095100612,7.261571402578,8.90835257178491,4.18374415803738,5.10777124731633,3.93110194109848,7.85063543978238,3.76883167786088,4.12633308413812,4.74646152058503,2.92558409535995,8.61964840298038,4.0166813790763,3.97691493254732,7.87503879490212,6.35545667113858,9.41275992237215,3.64317924551303,3.20470623727851,3.00716386234729,2.92424769750672,6.90898672564051,4.43128672988929,4.59414570896084,2.98636660418065,8.97283485259091,7.07770604915453,3.30793908019214,3.24975017510822,3.57185079312235,3.73744621256635,2.97683458006376,5.23074172850651,9.28245988438899,5.49904833055371,8.54711664216224,3.29266339207655,3.00248280941664,8.76779689734378,4.06411251148561,7.36656583091459,3.56769064035582,5.64970146573811,3.2276981121691,3.9552944251145
"YH13",7.4684612734334,2.92119611747288,9.12068627288444,3.88433275623707,3.79316510825786,3.29528669482942,7.80621044247324,8.89398433582948,4.37842244479788,4.82054296828669,3.21478053742903,6.22267794934832,3.85104786677822,3.56284312487085,3.78948830502258,2.90274498714969,8.87537239408433,4.05639327694728,3.48146203591626,7.64797656141678,6.64248831641945,8.80645114192666,3.04320525670159,3.40069516863601,2.90983238580906,2.88434363371261,4.91763804687373,4.72796651749634,4.71450286567181,3.29968936959243,8.81918397263106,5.07025901326826,3.24731718658739,3.34641638764512,3.44134900633619,3.45392736886649,3.04131479718168,5.05748325673282,8.9644488117971,4.59415955791173,9.01927592141444,3.56384602419613,3.14930187736015,9.26447108055883,3.95870801153651,7.51229576383295,4.78135536221695,5.65157977701238,2.78184059198391,4.00946906322123
"TE1",7.93354483668277,3.02391661482646,10.6929523097405,4.47845646287151,3.94586040775128,3.12456776774722,3.35884325220246,7.54055179367838,5.65294516111015,5.10895654289843,3.50456181016453,6.07884256841234,3.93029046022711,5.4569762099157,4.21651651352961,2.90478584698649,8.41003194366571,3.87300125838904,3.71007699449775,6.31701166575336,4.92220460994964,6.60020847389529,3.13896488783019,3.46800709860765,2.87038132414727,3.14013631897858,6.44290168602513,4.8675520801823,5.16394802833067,3.36257917612018,10.4618783685216,3.6939661569243,3.39640030089038,6.36608375441138,3.33643818250101,3.93051549162299,3.2534002598865,4.61225414860365,4.48860966909902,7.80551207898347,7.9126829202647,3.2482704629772,3.37001423880179,9.3158193315063,3.24509025776089,7.06117518320416,4.50001983991571,6.18311569659606,3.20614913614646,4.68038925117494
"TE8",7.23435495355181,3.02093551812266,10.9628738830859,3.78140978222425,3.28765610538213,2.92688946657944,3.17914267470429,7.60331381824096,5.24200255352704,4.74720880102426,3.20789217652352,6.54050505617948,4.12123151644489,4.01696116205056,4.35483790754311,2.97293412852683,7.97445013203483,3.4684691010913,3.70712972801605,7.03117189569694,5.11441460018208,7.29066260297252,3.01261958952879,3.25735140880814,2.79918860738688,2.94272485269683,7.05203469228884,4.63901411914476,5.1382874556218,3.15466229198328,9.96347953795397,4.53746104423541,3.20690856034492,3.54575045751592,3.83926367972665,3.7221727434477,3.01648054543597,4.46567768770092,3.34755016343363,5.80265256839923,8.6118113892201,3.3587285976609,3.19534713674161,8.88649222865846,3.61860273453926,7.46308800770955,4.27787122187045,6.17029764654372,2.94854506214777,4.96377886244976
"SIHA",6.67367388693251,2.71517527208296,10.3553811994977,3.99505218535278,3.76397036151479,3.27092534259925,3.29208980922575,9.01474952052623,5.12798216181556,4.6687914620814,3.3965159919394,6.42659277537555,4.11304457611241,3.32892917865256,4.15982854568468,5.91740796543304,8.46120609569156,4.08212100549229,3.73383169323341,7.15306253135881,6.88084694815617,9.22453007856254,3.00179323867113,3.33264389987305,2.92923578416478,2.87193413830706,4.97614963628058,4.60120715041381,4.66825974211066,3.11855876511575,9.56482622753477,3.97557319664252,3.17150901154044,3.22081899930988,3.49830199366402,3.67027725878353,3.17043713451278,5.3041706654659,8.6501337897228,5.61890449084209,8.45711972261397,3.42692636599641,4.05787656154586,9.39190268881475,4.68388761538496,8.34930366085188,3.72363116559548,6.36478647705105,2.92731300298883,4.65039417912307
"SCC9",7.98659176550301,2.94073221383496,9.80342056280298,3.85856356591579,3.41281608482155,3.51744328272221,6.21264729281328,7.85336492162485,6.56672705632863,6.30926297513856,3.72055006716062,7.35978669404616,4.00037882994758,3.34641200903466,5.08823673076236,5.95950526866313,8.25868663634395,3.38615190288098,3.1806013106979,7.23984039983696,6.28495066404814,9.18202039536365,4.49194618506605,3.39492638775383,2.91700016108828,2.7605895152246,5.53375552761355,4.4006164126876,4.6010929088921,3.28914290892724,8.31314606141055,5.1378815498617,3.24963315782073,3.38330414792244,3.75438016411756,3.76726506200733,3.31769213180951,6.63931810584059,7.65725792739747,5.54573833943235,7.69456121013185,3.39076324758356,2.96368640670625,8.93155855189066,3.3237829127158,6.91483433148237,3.78033412041255,6.0249360455187,3.71754336828087,4.16747537983766
"MS1HUMANLUNGCARCINOMA",6.30944540255874,2.70526660180669,9.64978507863021,4.35276987152207,3.84620618616831,3.16386687332216,3.26063394369387,5.24612232346965,5.14958286509646,4.35387872866141,3.82405281803668,7.24624456729307,4.77702931310451,3.35836126742762,3.79173396840975,3.31044397147698,7.20077997760769,3.89444498284781,3.35099096291094,6.43313362635141,6.22875621985206,8.85170567736774,3.7366831000511,3.22958660281589,2.8576906500672,2.77821236035488,5.22563974082589,3.81550111143821,4.82804134891724,2.95579652594034,8.7660404899012,5.14929628788778,3.49368783961647,6.01423881577598,3.90894719292625,3.55149790261263,2.93922435627665,4.45911686823022,3.59172709982131,5.96310251852906,7.11471063308199,3.43901522829602,5.13549764194144,8.23534647758904,5.16049167913353,8.00956586364605,5.89395522216412,7.60409067829959,3.4513940084835,4.90819227255148
"U698M",3.2174421093191,2.81204813616666,9.6507028597683,4.60883301768961,3.9398851127166,4.87890143660778,3.38777097177567,3.50087062311485,5.72610308772734,5.72366778621442,3.69761305651462,5.84206988364474,4.41776713292448,5.08292176503957,3.9723363822697,2.99163056115754,7.68745324745422,4.5810515344541,4.06914780364852,5.52107381032658,6.83871589887171,8.5046298452455,3.26118846369992,3.7076102013074,2.8064425787632,2.70816766682148,7.04321848964755,4.09324481681721,4.48029450748884,3.25181791223858,9.29602304995261,3.49283405572105,2.87490573336298,3.40564394510325,3.47152383857211,3.57632615785793,2.99463389116796,5.32733344492568,3.62071929416838,6.00284917764388,9.04021460223418,3.76907324809615,3.29880062248216,9.43000896922187,3.36894201917484,7.59022666875577,5.28824653755936,7.27097148001959,7.7567939150358,4.2734701075191
"YAPC",8.32985737239781,2.81479217217733,10.1405262444046,4.34873365933852,3.99219624668697,3.32985302564076,5.58044011157548,8.4621431486941,5.73005775678978,7.2062284816495,3.71196860306735,6.15650997152741,4.06172089948394,5.81123130934048,3.94367210017547,3.2900278841423,8.54056428031726,3.83237072071007,3.18122756842932,7.49674272751598,7.13067810516492,9.07686615942086,4.68771023060559,7.29740240731868,2.84742856123972,2.87431901948968,5.98837154672811,4.82379325576487,5.19174397536836,6.12381703607372,8.75669655844009,3.57269285555895,2.59733000305426,6.23630830479432,3.579913297665,3.57840434281974,3.27750662708542,5.79336179280209,7.79745837475767,5.07220013218835,7.99709526430901,3.6813969818333,3.12489293360063,9.06969375993493,3.45164872041586,7.42030485019704,5.0320715460026,5.46402203015113,3.10202698941106,3.57136982144265
"TE9",7.5662727362446,2.97178219094884,9.90232701694086,4.02031904242042,3.60926543443921,3.2580637451042,3.63485423055654,7.69241551408512,8.19145489365745,4.42157642642981,3.52490270856326,7.25382392700806,4.60488526383588,4.06024534927694,5.25595994322247,2.99398654284737,8.13252245566813,4.19022504789638,3.63117957709334,6.90182072934753,5.45295090881247,6.97462087294206,4.57550473633678,3.16080355950673,2.94302043316554,2.8654985492867,8.99417485202147,4.36246691168486,4.57128904843717,3.35009424449659,8.95860470601777,6.78828032204004,4.1536406862745,3.3768976884869,3.50624296459728,3.70546500391849,3.22611672720909,4.94599658864087,8.49995777533462,5.99848523904636,7.6519427218704,3.48305065176244,3.05357829863268,8.03025059168498,3.37015693421632,7.53868803006108,4.2559392452844,6.3635045832106,3.55167752762933,5.01536888711806
"SNU449",9.2993826089877,3.1386098636175,9.24875188820245,3.97498409857533,3.58856122829738,3.45247504000722,6.48022844861868,7.58623216288899,5.54749036970053,5.92413411319551,3.91497781435157,6.58300385902037,4.28049962823069,4.22076200922394,4.00770965047372,3.09443922466913,8.97720382408888,3.89973820492152,3.90156275431482,6.77985263566871,6.14739946902196,9.31038800243104,3.25400901380947,3.56521115073909,2.79899915679383,2.76805460910019,4.58450967395474,5.0425751612593,5.33529781269093,3.36639160093224,9.17401632991287,3.83927484606905,3.17912300156863,4.50636892885954,4.9056956748666,4.01725457963509,3.31267762278502,6.18425334342351,11.1128211621229,4.85349917701152,8.47566276861492,3.69571098034733,4.98846894773176,9.33586508721113,3.35465912165405,7.06812855012659,5.09900198662807,5.5243842773106,3.26008201241791,4.01006281245148
"SW780",9.80099012106829,2.81895830589889,10.5938757124851,4.46621722047919,3.41263174029282,3.75406974676148,7.39862236852629,8.05896869287928,6.42923697436311,4.92401726585296,3.74616051329037,7.18175218686264,3.84593912548588,3.90057659185541,3.89109688060113,3.1751750560624,8.90051438132292,3.85775055993905,3.70439533184868,7.22445229893182,5.98605343706049,8.07813217110038,5.55735971101121,4.11691760522632,2.78316242077916,2.82400974451727,4.8890801498489,4.40975969775899,4.95572130415173,3.16791931405943,9.29490894465189,3.3297860255524,3.27753481261742,7.46384922290992,3.45192916228304,3.7836826687955,3.24042470572116,5.25073826025593,7.40761581134151,5.10042002828138,3.26887228570259,3.46145035973865,4.32066413509638,8.3709502936764,3.52305048526745,7.39617630570007,3.77983972004273,6.16489786628982,3.30337330773946,4.40509573789191
"MOLT4",3.23838337276342,3.03710373277936,10.2919370795001,4.18227863120516,4.84748623088803,3.45817417556356,3.14340499336438,3.09015177254679,6.36416510344351,6.6811147310393,3.15687702889801,6.48600103435818,4.80668179368145,5.08757538374365,4.02297116253307,7.51068558717526,8.27581827714995,4.4449637942554,3.86149846906756,6.64424837063448,6.39484113549565,9.99277383193023,2.9297742695367,3.3199870178109,2.94511628343384,2.76869310430637,4.2385257382368,4.18112896863084,5.06251216197497,3.33048898875693,9.08413633482089,4.72155868160918,2.94779467021638,3.44710323666251,3.4866774615951,3.64486091042949,3.51065552703923,4.29499096387568,3.64120722605141,5.67540603488682,9.01013865021913,3.46266812543664,3.55871120546627,9.38904064238312,3.38756526649335,7.32960787289566,3.82075079468089,6.54164935379499,8.47455336817191,4.46487177773561
"ZR7530",7.11795979453764,3.09678312034064,9.68921927053548,5.92406898668574,3.85264565184574,3.3683346470347,3.28806166555511,7.13688894343325,6.62207265218401,4.56363731598951,3.28723889212249,7.80548149089834,3.93856332523192,5.34985541608894,6.18491088588562,2.87849856943925,8.247823170947,3.61696689789381,3.55445543941601,7.01772186792503,6.12903946339649,8.17569134644374,3.26678126434123,3.17375033993027,3.00562351888424,2.97061939926316,4.66228047128572,5.88832679953582,8.24811423545671,3.40287516401652,9.11939464947008,3.74511102045799,3.11426195404672,8.17942992017352,3.75512170566749,3.59629982163307,3.07098672642277,5.53247217208119,3.27961471919157,5.04691372618513,8.98498926153792,3.49285225871059,3.11257285486795,8.80705235524635,3.64943335759924,10.7761969540582,4.56120085871705,6.23054005998054,3.25335371347816,5.71297263361327
"SW900",7.75436298143924,2.81500308839034,10.2147378181688,4.38725152654996,3.94454070709023,3.0872137224749,7.49806171795203,7.79040277000335,5.79438022818407,5.58548827760083,3.77423538883652,6.97107608723072,3.77787146754926,4.9537477451913,3.75927904972372,3.63178387722338,8.72018719674694,3.80894847463021,3.37585955732188,6.8486344376157,8.05771453789252,6.92952118692557,5.85621205164495,3.32299508147846,2.85095638626552,2.84729212670735,4.67697320537657,4.2893911203368,5.02485188284801,3.03357932979207,9.75433169372978,3.89244099132167,3.16293690795807,6.92169482436814,3.61877663795979,4.11911565119721,3.08821983487717,5.89985639240429,10.0023187901516,4.92370439085692,7.96551661720746,3.45306395736982,4.00199493466166,7.98958079645029,3.18766639033207,6.7524350751622,4.99201659010952,5.7462736121863,5.76191124393049,4.17525981206992
"SKHEP1",7.76533908063368,2.84702766416695,9.33263148173062,3.68369080779895,3.32288554788297,3.33544228711876,5.93906945539566,7.87719205123551,5.25939257499307,4.97867880458178,3.4031232015307,7.26848252083099,4.0253082203175,4.13072605206956,4.11454108869984,3.37962537250037,8.34983413998017,3.66227723347794,3.66286024387366,6.96915090711165,5.79452460304023,8.55186087843829,2.9894057611772,3.28368436819534,2.80968707907251,2.73470788065934,5.14917222237489,4.7783113868506,4.91173991206775,3.69136265578167,9.9829030913374,3.49042182113771,3.12435061611743,6.47881434355288,3.63694123458833,4.17116008363704,3.07007457822899,8.23334465323133,11.4455081037383,6.13042707579627,8.34819560807848,3.61838358913641,3.80718596035531,8.53695545613631,3.77406755726627,8.03647088431807,4.37316234679485,6.40182539398817,3.14433106779712,4.24156651352123
"MG63",6.71001358306879,2.72356719492554,10.0451256477785,4.20082619645654,3.75814061606732,3.1467438385764,5.3749625871039,8.09376196420455,4.55056508232426,4.48267975306943,3.73416154362975,7.72040142875408,3.77920003297804,4.25125996606736,4.49877799252107,3.22909093974409,7.403657547573,3.44429550686624,3.5260895709743,7.12369550422415,5.0943595999126,10.9834006776998,2.88316242067087,3.10503284386481,2.94812359550812,3.04751016126873,5.10209940489435,4.70425103975907,4.15849194850758,3.6858350466816,8.60261520924113,4.24232606379538,3.70985624205376,3.29283232538028,4.48564806154266,3.78105665253741,2.99630289622602,5.20428134170147,7.21005678618375,5.41234524691766,8.21436409885965,3.56962683247219,3.46347140302836,7.93841832942299,4.45271583008739,7.52913858342445,7.19141838086681,6.59966096791412,3.15286185668361,3.95769417823619
"WSUNHL",3.25529756541789,3.06231487115245,9.50813008731038,4.73553847895868,4.88401507735922,3.83265915120266,3.33316268636142,6.2011968700444,5.66488768747818,5.25535007262994,3.95142593414693,6.95980219936838,4.63099180968144,5.68394090512768,3.79771377483127,3.12205546334436,7.8577621426568,3.87073921019738,3.88089814603762,6.67791238455727,5.57194065981216,7.11108776114755,2.95152727513023,3.22301551936809,2.95551653552997,2.89615831522668,5.1295179276542,4.79494335866116,6.2618799355314,3.04005444869519,9.09128609838701,3.51256722320506,2.92834440694768,3.71592080616771,3.58647329887002,3.65513562465397,3.24744219572833,6.42154243968566,3.36370174961168,5.68483804110516,8.43774707902086,3.56848773371332,3.16034243011109,8.85792638758071,3.83323757280141,8.02796190639046,3.50381871077875,7.08269110526947,5.82360337052225,4.65316316941727
"TE12",8.05645123230948,2.63803142553318,10.7580354702462,3.97941312367123,3.79207600331561,3.21274017616151,4.93861794124482,6.01586929875708,6.54717326144762,4.3879511422778,3.41429446260004,6.69256135357603,3.91609035422356,3.09381419500353,5.27753888663688,2.96948437172306,8.64157356534582,4.43256831715026,3.59951074514575,8.08400278593391,5.80837840717287,8.83898923968856,3.48385548547368,3.19028930445703,2.85857694983103,2.76152894608814,6.16219235539929,4.42977857048418,4.73655518201981,3.08118225340114,9.82449817859299,6.92811050859995,3.54559992777583,4.58937374257171,3.92956727892261,3.69680703392233,3.06678045931785,4.42122372948596,3.05641557726311,5.76629712359014,8.19125911451669,3.47978309506133,3.10669419885434,9.19659951742168,3.16403550881938,7.53572887235488,4.41869302230026,5.72491402391164,3.1789703440796,4.92798210570546
"SKOV3",7.28547021139396,2.87582066062742,9.47397469801004,3.78989187871241,3.01297547098922,3.32201008239068,3.65997097363753,8.17564010045444,6.73024353899367,4.7707873558805,3.67783414105492,7.51197649279373,3.90411031946879,3.93273931709855,5.23120202312635,2.90546377919699,7.60427656608373,3.23671750874192,3.21998494287266,6.50583103138787,5.109396661148,8.26696613612446,3.46316545545641,3.56425723064562,2.93589433525099,2.87356168177425,7.43537655202164,4.51577834470307,5.24068420398681,4.16013083066956,8.15192491930938,5.40367076743144,3.04675014075365,5.12938400264664,3.90862309565055,4.1389261962279,3.12165601926914,5.53762611279002,7.28075619383405,5.51474633209986,8.18113041780066,3.93923457195613,9.95841986146528,7.83462112810886,3.35822238349652,7.62205027034921,4.26499854526718,5.73908805379173,3.35738903918411,3.62406823905059
"ST486",3.42596256473866,2.97649626110418,10.0311588011002,4.24890849484047,3.47322000629793,3.2035758455799,3.63647991169985,3.38768138087452,6.34098831282797,6.37647921439645,3.45949561378816,6.6739474628798,4.16102992929124,5.28150928212501,4.1111885292426,3.21761544801697,8.65956838140484,4.2791888041563,3.64761798520943,5.89389033424632,6.36714594164187,3.83401921034645,3.0940556232168,3.14047933008152,2.7314733599088,2.88979924629295,8.0915515387072,4.18443942401922,5.20723516317728,3.3898595037406,10.2724730818988,3.45188670643411,3.06527879070051,3.82575699654571,3.5407194368642,3.82138448560059,3.25061692778463,4.59452907702751,3.65986949307607,5.44309893445183,9.19488996399014,3.88651229786917,3.25285591199753,8.35504797703971,3.56536976429268,7.71200103450375,3.83442501312057,6.50818312950649,9.83342879682619,4.39333340688432
"ML2",3.54267620943139,2.83373448470081,9.72663440102576,4.19971858635123,4.05761522203512,3.47558858074975,3.43679639197731,8.42429811462567,5.14495622660982,5.80737747444876,3.50749696332936,6.46331462662122,4.64322939741803,3.5739096198828,3.86090668494144,2.9730404906919,7.20395101743762,4.3039544193835,3.81673823771355,6.11076439807817,5.7317843629219,7.88013430089002,3.00449123409018,3.45272750413408,3.06768739093892,2.95405759951614,6.71494342143909,4.40644218938189,5.41874427457882,3.18111481136058,10.769886310679,3.48171677915977,3.00994863804012,3.48328162752577,3.34256555605514,3.53764985396667,3.29874752486718,6.11655696547218,3.39892465229138,5.70356463672214,9.06599779435924,3.45689162110275,3.40473257715686,8.24137011064944,3.24456714207538,7.32807276692667,6.57195621221058,6.26303448987442,4.32472566287016,5.45212384424951
"MHHPREB1",3.35507868193959,2.98127694096377,9.88158153729743,4.27694611429772,4.00257979449682,3.51263770761874,3.29567175395184,3.26236322170192,5.68241318901969,5.57214916425032,3.02897271814912,5.26515382750565,4.47235115703644,4.19624898923531,3.90834896553286,3.22419236762138,7.11060430541292,4.02225228522277,3.66311846847098,6.58549634802606,6.4069564513288,8.99044519351913,3.20221154782879,3.20246231576099,2.92807706314014,2.79821290424317,7.42338346717997,3.97008717469818,4.76487757403178,3.23397323549861,9.2934860490304,7.42235111110056,2.95620916972596,3.48943529947582,3.47295241537566,3.68619592112285,3.22307170361554,4.3908914856817,3.47827425056843,5.23260942033825,9.50609295075605,3.5699372661854,3.23697309052184,8.80469203598345,3.48913902893885,7.58674454718717,3.99804451159072,7.38147891622639,7.62325746135695,4.79070501513152
"U266B1",3.47720975928087,2.70752367428239,9.70995435528278,5.45696983255831,3.66532203891182,3.4347383310457,3.23463527475935,6.05321813307856,5.94091585871489,4.6237883244395,4.04957404042082,6.99688113248996,4.00334502598652,5.95773311530608,3.91592516091563,3.58503837209341,8.43842155585692,4.26170534481187,3.28011993557848,7.34201103770842,8.05191264552827,3.88705073990308,3.04992704534218,3.31406646907292,3.01010365936508,3.19648857646183,7.79534850937995,3.93538665870235,5.76928325085519,3.20516190467386,9.91104491518747,3.39889590766507,3.03309791421439,5.00182350431074,3.4973385348292,3.83262032979506,3.2635049774612,7.7895390062282,3.42101193529873,6.07610617764062,8.90832862775086,3.68805555886416,3.33851044497341,8.95725783574133,3.66371167539911,7.37879805129685,3.52091562970248,5.97912453152096,3.40224372279867,3.82228686225961
"SKMEL24",6.24646491474471,2.87323475950401,8.93237512534598,3.74568126588741,3.5746767123305,3.51678752192848,4.76983068095827,7.75147642826127,4.74861698277169,5.17750330534566,3.69967257373956,8.57961411811965,3.5868842154446,4.67641092392186,3.96802721535749,3.00316182167332,8.30155081281384,3.95242179008349,3.33047408940652,6.87964675656819,5.42317038817779,9.98781844408085,3.15541025780071,3.55132950890392,3.03059571290783,2.865240521508,7.2351146581236,4.48322062746251,5.25917740733211,3.38839607121688,9.44124805578379,4.45989028290556,2.80567092441545,5.72526232202942,3.46141095492934,4.06298864857732,3.11229580123461,5.27911633135639,7.94751710784626,5.43412822738412,7.48176514986657,3.3767169114542,3.44924757298405,9.12107961699209,3.86447158916855,7.05509470108537,6.15547116662264,6.29802264022225,3.3952752053906,4.23312787714962
"SW837",8.14163029118406,2.90976281201175,10.0726385219291,4.52973343921905,3.61833010250403,3.12229975152699,3.15736899063526,8.8141764792896,5.84159975320629,4.92191634897243,3.56354569681659,6.72397224937655,3.93973959572847,5.78786547305643,4.21647895368707,2.94045859217228,8.59184823277907,3.53980772146885,3.61500038348737,6.0145088856672,7.65395940092153,5.73731818792059,4.52325465744336,6.19745343779344,2.85158024109334,2.85378774483777,5.50495169083455,4.42153258565634,5.02978551705102,5.62500278138632,9.56140992191548,3.87327012866368,3.07599613541104,7.62884157873516,3.84341724904137,4.16339905659824,3.29197510638691,6.42771272238028,3.39259659290968,5.42207012110088,7.83389839714099,3.44907378003909,4.01164912117957,8.87904224790902,3.53309018598494,7.42480141366269,5.24433510736567,6.17238267869201,3.13258360573611,4.65132879308998
"MRKNU1",6.31704703103051,2.68645357951292,9.58718472764626,4.61175160821601,4.25509389152709,3.27330602925487,3.39331476557197,9.23446994169837,6.5720832115242,5.29481991011537,3.39762636596647,6.15440529483383,4.02913029076839,6.06927507446629,5.05182164936737,3.19384146894694,8.10002368493584,4.33945610532557,3.23705857633804,7.04932433221458,6.04836901656858,8.40834230496188,3.40759687629011,3.26529438545834,2.94946370864031,2.90033206045209,5.60069501496433,3.87134207178616,4.59681552336751,3.76235886912086,9.39325723677442,5.17773151991136,2.94038545333138,7.620140530203,3.87689407948695,3.60128121261437,3.06920380941789,5.19762546920463,3.51227089021287,6.25736279711273,8.27882744440526,3.67510111912592,3.25048530561558,8.40747040773974,3.25084100603281,8.24872388160715,4.53848300563986,7.08194501019865,3.63722300684101,5.69907342284807
